timestamp,server,cpu_pct,memory_mb,disk_io_mbps,network_mbps,request_count,error_count
2025-10-10T16:20:00,web-01,21.4,3777,20.33,40.86,211,3
2025-10-10T16:20:00,web-02,49.3,5863,0.8,70.81,351,1
2025-10-10T16:20:00,worker-01,82.1,6107,9.86,14.32,362,4
2025-10-10T16:20:00,db-primary,65.0,5658,44.9,89.72,455,6
2025-10-10T16:25:00,web-01,16.1,3548,16.37,58.3,183,2
2025-10-10T16:25:00,web-02,89.1,3776,17.5,77.36,341,5
2025-10-10T16:25:00,worker-01,80.4,4282,12.71,82.59,155,3
2025-10-10T16:25:00,db-primary,45.4,2328,40.05,53.97,278,3
2025-10-10T16:30:00,web-01,13.5,2433,0.72,26.97,42,0
2025-10-10T16:30:00,web-02,70.5,991,1.11,59.32,121,2
2025-10-10T16:30:00,worker-01,29.9,5755,32.7,9.7,341,1
2025-10-10T16:30:00,db-primary,76.2,4391,6.71,17.85,248,3
2025-10-10T16:35:00,web-01,24.8,7743,12.11,16.57,35,0
2025-10-10T16:35:00,web-02,84.8,2566,3.38,31.65,413,7
2025-10-10T16:35:00,worker-01,81.5,6670,13.68,89.65,473,7
2025-10-10T16:35:00,db-primary,41.9,4313,2.41,48.84,164,2
2025-10-10T16:40:00,web-01,60.9,5711,35.79,51.2,253,3
2025-10-10T16:40:00,web-02,19.3,5011,31.12,99.14,480,6
2025-10-10T16:40:00,worker-01,53.8,679,31.73,56.97,362,2
2025-10-10T16:40:00,db-primary,75.5,2027,5.64,66.31,164,0
2025-10-10T16:45:00,web-01,41.2,4288,39.2,75.63,315,1
2025-10-10T16:45:00,web-02,62.0,3250,46.88,4.6,35,1
2025-10-10T16:45:00,worker-01,9.3,3570,23.03,10.74,384,2
2025-10-10T16:45:00,db-primary,63.0,6486,17.64,34.01,77,1
2025-10-10T16:50:00,web-01,9.0,4826,4.74,47.54,106,0
2025-10-10T16:50:00,web-02,18.9,4533,31.74,42.35,169,3
2025-10-10T16:50:00,worker-01,41.1,7588,43.86,10.79,173,3
2025-10-10T16:50:00,db-primary,34.2,6984,19.81,62.73,340,2
2025-10-10T16:55:00,web-01,35.1,2650,19.7,41.12,395,5
2025-10-10T16:55:00,web-02,30.7,1015,8.13,25.21,331,4
2025-10-10T16:55:00,worker-01,72.7,5598,36.36,28.24,202,0
2025-10-10T16:55:00,db-primary,49.8,1577,20.03,48.07,281,5
2025-10-10T17:00:00,web-01,43.7,7095,23.1,69.36,99,1
2025-10-10T17:00:00,web-02,56.6,4373,27.05,61.77,455,6
2025-10-10T17:00:00,worker-01,83.6,7187,29.64,49.0,175,3
2025-10-10T17:00:00,db-primary,78.4,4126,1.58,53.99,499,2
2025-10-10T17:05:00,web-01,40.9,6697,3.22,31.09,245,0
2025-10-10T17:05:00,web-02,48.9,1340,17.15,66.11,49,0
2025-10-10T17:05:00,worker-01,49.2,7784,40.23,27.09,282,0
2025-10-10T17:05:00,db-primary,91.3,5315,40.85,6.61,107,1
2025-10-10T17:10:00,web-01,32.5,4163,10.32,15.23,252,1
2025-10-10T17:10:00,web-02,60.3,7358,19.54,33.96,102,0
2025-10-10T17:10:00,worker-01,52.3,984,22.45,55.65,8,0
2025-10-10T17:10:00,db-primary,26.7,1520,33.43,76.55,335,4
2025-10-10T17:15:00,web-01,21.0,4584,18.03,19.83,298,1
2025-10-10T17:15:00,web-02,67.8,6533,19.8,63.36,348,1
2025-10-10T17:15:00,worker-01,51.2,3910,34.4,94.08,361,0
2025-10-10T17:15:00,db-primary,50.2,7457,45.07,87.08,172,0
2025-10-10T17:20:00,web-01,82.3,892,33.0,82.77,35,0
2025-10-10T17:20:00,web-02,63.8,5220,6.67,71.88,76,0
2025-10-10T17:20:00,worker-01,72.2,4519,39.27,35.83,473,1
2025-10-10T17:20:00,db-primary,33.1,2259,38.76,61.76,83,1
2025-10-10T17:25:00,web-01,92.7,5700,45.35,80.62,142,1
2025-10-10T17:25:00,web-02,87.0,6115,8.79,96.79,119,1
2025-10-10T17:25:00,worker-01,58.6,2877,28.86,49.33,7,0
2025-10-10T17:25:00,db-primary,61.8,6367,4.46,44.31,87,0
2025-10-10T17:30:00,web-01,44.9,3803,22.08,57.56,178,1
2025-10-10T17:30:00,web-02,40.1,4703,1.74,46.23,176,1
2025-10-10T17:30:00,worker-01,77.7,7050,32.9,39.2,495,9
2025-10-10T17:30:00,db-primary,33.3,7766,6.21,66.21,144,0
2025-10-10T17:35:00,web-01,53.3,1716,28.56,26.19,105,0
2025-10-10T17:35:00,web-02,90.0,3236,17.78,9.38,336,4
2025-10-10T17:35:00,worker-01,53.7,6664,21.65,30.01,65,1
2025-10-10T17:35:00,db-primary,85.6,1252,49.09,20.05,409,7
2025-10-10T17:40:00,web-01,90.2,1455,14.81,97.31,178,3
2025-10-10T17:40:00,web-02,78.9,1484,10.42,68.16,216,0
2025-10-10T17:40:00,worker-01,32.2,7486,43.22,51.96,486,0
2025-10-10T17:40:00,db-primary,75.8,4707,18.88,84.52,357,4
2025-10-10T17:45:00,web-01,52.8,4071,38.54,55.69,303,6
2025-10-10T17:45:00,web-02,80.6,644,27.93,69.7,48,1
2025-10-10T17:45:00,worker-01,59.5,4379,21.7,29.17,213,4
2025-10-10T17:45:00,db-primary,29.5,1234,17.59,4.76,26,1
2025-10-10T17:50:00,web-01,91.9,3640,14.74,33.4,251,4
2025-10-10T17:50:00,web-02,17.7,4607,40.32,99.35,293,1
2025-10-10T17:50:00,worker-01,68.2,6601,47.15,66.15,223,1
2025-10-10T17:50:00,db-primary,94.3,7184,13.37,90.57,19,1
2025-10-10T17:55:00,web-01,92.0,6112,12.36,65.78,234,4
2025-10-10T17:55:00,web-02,32.1,2112,32.67,8.97,94,0
2025-10-10T17:55:00,worker-01,14.3,4012,5.01,90.82,361,5
2025-10-10T17:55:00,db-primary,22.0,3844,18.18,25.29,46,0
2025-10-10T18:00:00,web-01,8.1,3057,43.42,63.96,442,3
2025-10-10T18:00:00,web-02,59.3,3045,2.89,94.95,23,0
2025-10-10T18:00:00,worker-01,81.5,7224,9.28,54.27,10,0
2025-10-10T18:00:00,db-primary,22.4,1171,27.69,65.4,55,1
2025-10-10T18:05:00,web-01,29.6,7207,14.6,71.34,251,5
2025-10-10T18:05:00,web-02,50.3,2840,13.16,55.1,211,1
2025-10-10T18:05:00,worker-01,40.5,4392,33.14,94.45,399,5
2025-10-10T18:05:00,db-primary,14.3,1805,47.0,3.21,174,2
2025-10-10T18:10:00,web-01,6.4,3740,15.04,28.93,148,2
2025-10-10T18:10:00,web-02,50.4,4337,38.67,54.65,208,1
2025-10-10T18:10:00,worker-01,22.8,3498,40.54,40.67,139,0
2025-10-10T18:10:00,db-primary,86.8,7087,23.41,5.56,251,5
2025-10-10T18:15:00,web-01,30.2,3806,39.67,74.05,447,8
2025-10-10T18:15:00,web-02,12.9,3682,8.54,14.96,290,0
2025-10-10T18:15:00,worker-01,6.6,2552,12.84,73.97,283,5
2025-10-10T18:15:00,db-primary,37.9,4462,21.01,64.27,328,3
2025-10-10T18:20:00,web-01,21.5,4974,28.3,3.99,199,2
2025-10-10T18:20:00,web-02,16.0,751,3.15,15.28,440,1
2025-10-10T18:20:00,worker-01,23.6,3342,47.78,39.09,77,0
2025-10-10T18:20:00,db-primary,88.8,6266,8.68,86.86,446,1
2025-10-10T18:25:00,web-01,23.6,6626,39.14,42.14,12,1
2025-10-10T18:25:00,web-02,24.8,6434,24.46,69.26,392,6
2025-10-10T18:25:00,worker-01,54.7,1307,37.81,99.2,131,1
2025-10-10T18:25:00,db-primary,48.4,3642,6.9,38.14,207,2
2025-10-10T18:30:00,web-01,94.1,2449,7.24,81.81,102,1
2025-10-10T18:30:00,web-02,62.4,1364,46.82,57.65,23,1
2025-10-10T18:30:00,worker-01,46.2,1314,25.84,31.43,384,6
2025-10-10T18:30:00,db-primary,91.0,7561,34.26,23.81,203,3
2025-10-10T18:35:00,web-01,46.1,914,40.91,83.91,113,1
2025-10-10T18:35:00,web-02,90.5,4879,46.12,74.77,318,3
2025-10-10T18:35:00,worker-01,49.3,4389,31.94,42.0,394,2
2025-10-10T18:35:00,db-primary,61.1,6553,40.18,40.47,392,5
2025-10-10T18:40:00,web-01,83.5,5614,30.12,28.6,121,2
2025-10-10T18:40:00,web-02,79.1,5644,27.1,10.88,341,5
2025-10-10T18:40:00,worker-01,71.9,1324,33.09,77.83,98,0
2025-10-10T18:40:00,db-primary,40.5,6648,43.01,25.57,405,2
2025-10-10T18:45:00,web-01,55.6,5031,40.7,45.55,142,0
2025-10-10T18:45:00,web-02,10.9,3418,10.28,11.44,329,6
2025-10-10T18:45:00,worker-01,5.4,7468,37.34,48.88,175,3
2025-10-10T18:45:00,db-primary,55.5,7797,44.42,22.06,55,1
2025-10-10T18:50:00,web-01,74.7,5713,39.11,35.77,29,1
2025-10-10T18:50:00,web-02,87.7,5698,44.41,48.54,480,7
2025-10-10T18:50:00,worker-01,87.7,2405,46.51,31.84,289,5
2025-10-10T18:50:00,db-primary,53.8,7193,39.88,64.51,40,1
2025-10-10T18:55:00,web-01,48.9,3794,39.29,69.36,44,0
2025-10-10T18:55:00,web-02,40.3,4902,17.84,7.1,416,2
2025-10-10T18:55:00,worker-01,86.6,1688,38.64,33.69,268,3
2025-10-10T18:55:00,db-primary,59.6,985,48.49,98.97,64,0
2025-10-10T19:00:00,web-01,23.5,5767,30.03,51.23,108,2
2025-10-10T19:00:00,web-02,9.6,2491,1.58,23.34,266,2
2025-10-10T19:00:00,worker-01,47.3,4813,25.4,15.34,410,3
2025-10-10T19:00:00,db-primary,84.0,6324,26.67,78.13,434,5
2025-10-10T19:05:00,web-01,13.5,2190,37.07,92.22,138,0
2025-10-10T19:05:00,web-02,20.9,4031,19.09,96.41,229,4
2025-10-10T19:05:00,worker-01,5.1,5044,37.45,94.97,446,3
2025-10-10T19:05:00,db-primary,59.4,1508,29.32,13.01,283,1
2025-10-10T19:10:00,web-01,31.8,3229,31.2,59.3,103,2
2025-10-10T19:10:00,web-02,23.1,7386,24.99,67.06,170,2
2025-10-10T19:10:00,worker-01,8.9,1287,16.27,67.68,32,1
2025-10-10T19:10:00,db-primary,51.1,5713,7.09,96.49,179,2
2025-10-10T19:15:00,web-01,51.8,2619,17.99,95.73,156,2
2025-10-10T19:15:00,web-02,32.9,3944,4.79,11.79,48,0
2025-10-10T19:15:00,worker-01,89.0,5268,11.93,99.26,73,0
2025-10-10T19:15:00,db-primary,38.6,6724,42.48,75.3,342,2
2025-10-10T19:20:00,web-01,56.7,3313,38.14,6.2,105,2
2025-10-10T19:20:00,web-02,25.1,2459,9.54,77.68,456,0
2025-10-10T19:20:00,worker-01,87.0,5346,45.15,18.37,9,0
2025-10-10T19:20:00,db-primary,48.2,3615,46.74,10.04,236,2
2025-10-10T19:25:00,web-01,48.9,5638,19.55,12.41,357,6
2025-10-10T19:25:00,web-02,58.8,6171,23.14,17.72,82,1
2025-10-10T19:25:00,worker-01,94.1,7374,1.77,87.18,391,4
2025-10-10T19:25:00,db-primary,51.1,763,18.82,18.17,218,1
2025-10-10T19:30:00,web-01,44.9,3681,8.67,62.47,223,2
2025-10-10T19:30:00,web-02,38.0,1259,12.98,81.94,19,0
2025-10-10T19:30:00,worker-01,61.0,3566,25.09,41.47,427,3
2025-10-10T19:30:00,db-primary,43.2,5652,41.49,72.26,171,1
2025-10-10T19:35:00,web-01,19.1,4445,5.33,77.33,83,1
2025-10-10T19:35:00,web-02,89.9,7176,2.77,9.21,376,6
2025-10-10T19:35:00,worker-01,38.8,1592,34.56,49.77,370,1
2025-10-10T19:35:00,db-primary,66.2,4083,26.66,31.86,19,0
2025-10-10T19:40:00,web-01,34.9,2536,25.08,86.72,494,8
2025-10-10T19:40:00,web-02,43.1,2308,49.81,11.33,265,3
2025-10-10T19:40:00,worker-01,22.8,1517,4.89,27.37,119,0
2025-10-10T19:40:00,db-primary,58.0,2174,28.31,88.79,135,2
2025-10-10T19:45:00,web-01,25.1,5704,5.27,18.43,198,1
2025-10-10T19:45:00,web-02,14.0,4655,49.02,5.46,237,2
2025-10-10T19:45:00,worker-01,16.6,4700,1.05,63.04,182,3
2025-10-10T19:45:00,db-primary,41.5,2837,10.69,33.96,186,3
2025-10-10T19:50:00,web-01,67.0,1947,14.72,12.67,477,9
2025-10-10T19:50:00,web-02,84.3,1537,31.82,92.71,197,0
2025-10-10T19:50:00,worker-01,78.3,2305,34.79,79.83,208,3
2025-10-10T19:50:00,db-primary,9.5,2001,17.29,80.54,405,6
2025-10-10T19:55:00,web-01,15.0,6172,31.19,91.71,252,4
2025-10-10T19:55:00,web-02,32.4,6576,8.71,85.0,342,6
2025-10-10T19:55:00,worker-01,76.1,3607,4.41,57.68,87,1
2025-10-10T19:55:00,db-primary,62.6,6110,3.08,87.55,109,1
2025-10-10T20:00:00,web-01,92.7,578,25.5,56.52,334,2
2025-10-10T20:00:00,web-02,25.7,625,17.82,7.24,132,1
2025-10-10T20:00:00,worker-01,83.5,2852,12.92,36.27,483,1
2025-10-10T20:00:00,db-primary,57.6,5069,22.33,38.04,138,1
2025-10-10T20:05:00,web-01,30.1,4454,15.59,17.33,145,1
2025-10-10T20:05:00,web-02,14.4,5425,45.35,54.89,1,0
2025-10-10T20:05:00,worker-01,48.5,1252,40.1,6.09,256,5
2025-10-10T20:05:00,db-primary,16.7,3088,3.19,64.62,80,1
2025-10-10T20:10:00,web-01,9.6,1026,29.57,12.9,61,1
2025-10-10T20:10:00,web-02,92.2,3518,42.19,74.92,39,0
2025-10-10T20:10:00,worker-01,87.4,1777,23.87,62.58,326,4
2025-10-10T20:10:00,db-primary,54.0,6666,23.2,83.47,364,2
2025-10-10T20:15:00,web-01,49.0,1910,28.81,61.16,456,3
2025-10-10T20:15:00,web-02,66.5,1730,12.02,58.45,22,0
2025-10-10T20:15:00,worker-01,86.2,6174,32.67,12.61,373,0
2025-10-10T20:15:00,db-primary,61.5,2740,43.34,61.1,97,1
2025-10-10T20:20:00,web-01,78.3,6211,8.92,68.28,53,1
2025-10-10T20:20:00,web-02,53.2,6116,35.41,68.09,233,3
2025-10-10T20:20:00,worker-01,50.1,2650,11.66,90.88,348,3
2025-10-10T20:20:00,db-primary,62.9,7548,9.69,79.42,464,3
2025-10-10T20:25:00,web-01,14.5,1774,8.3,21.55,473,3
2025-10-10T20:25:00,web-02,71.2,2218,41.34,57.31,426,3
2025-10-10T20:25:00,worker-01,72.3,6036,5.52,16.56,214,4
2025-10-10T20:25:00,db-primary,39.9,4541,20.88,47.21,422,3
2025-10-10T20:30:00,web-01,18.5,5942,19.22,56.03,290,5
2025-10-10T20:30:00,web-02,56.3,1452,45.81,18.65,289,1
2025-10-10T20:30:00,worker-01,66.5,2285,38.75,21.48,141,0
2025-10-10T20:30:00,db-primary,32.1,5826,7.87,13.38,379,7
2025-10-10T20:35:00,web-01,58.6,5151,33.07,69.82,404,4
2025-10-10T20:35:00,web-02,77.0,2663,5.86,55.3,484,5
2025-10-10T20:35:00,worker-01,9.0,5965,45.49,85.76,293,2
2025-10-10T20:35:00,db-primary,44.0,3016,40.19,40.81,53,1
2025-10-10T20:40:00,web-01,7.6,7032,40.66,15.77,74,0
2025-10-10T20:40:00,web-02,15.4,3943,14.51,53.9,116,1
2025-10-10T20:40:00,worker-01,10.7,7319,12.29,75.91,281,0
2025-10-10T20:40:00,db-primary,60.6,5408,44.71,76.01,386,1
2025-10-10T20:45:00,web-01,34.0,4825,20.01,2.79,165,3
2025-10-10T20:45:00,web-02,70.8,7195,46.18,56.95,211,1
2025-10-10T20:45:00,worker-01,59.1,4378,29.52,77.94,281,3
2025-10-10T20:45:00,db-primary,34.0,2274,37.98,37.21,252,0
2025-10-10T20:50:00,web-01,89.6,4811,48.41,15.28,339,5
2025-10-10T20:50:00,web-02,36.4,2114,19.67,94.46,45,1
2025-10-10T20:50:00,worker-01,40.4,1930,48.34,75.05,360,6
2025-10-10T20:50:00,db-primary,80.8,4972,25.81,16.0,167,0
2025-10-10T20:55:00,web-01,29.5,4018,35.85,24.29,200,2
2025-10-10T20:55:00,web-02,53.6,6588,13.24,74.42,476,9
2025-10-10T20:55:00,worker-01,18.7,4007,45.08,83.92,96,0
2025-10-10T20:55:00,db-primary,85.3,2684,3.41,2.13,378,5
2025-10-10T21:00:00,web-01,90.0,2380,48.99,86.13,336,4
2025-10-10T21:00:00,web-02,7.3,580,14.6,47.13,475,1
2025-10-10T21:00:00,worker-01,82.9,6277,30.2,17.64,15,0
2025-10-10T21:00:00,db-primary,80.2,2135,48.89,66.78,272,3
2025-10-10T21:05:00,web-01,50.8,4728,49.25,47.9,447,5
2025-10-10T21:05:00,web-02,41.7,4184,1.16,45.01,308,2
2025-10-10T21:05:00,worker-01,37.9,2296,21.29,40.83,339,5
2025-10-10T21:05:00,db-primary,32.8,1117,43.27,53.34,224,2
2025-10-10T21:10:00,web-01,35.1,5883,38.13,12.28,232,0
2025-10-10T21:10:00,web-02,6.5,6819,40.33,13.44,235,2
2025-10-10T21:10:00,worker-01,46.2,3164,18.45,11.93,243,1
2025-10-10T21:10:00,db-primary,44.6,2353,26.98,12.4,27,0
2025-10-10T21:15:00,web-01,37.6,4505,44.57,23.97,500,8
2025-10-10T21:15:00,web-02,66.7,3196,45.83,6.32,483,1
2025-10-10T21:15:00,worker-01,85.2,6075,39.05,55.31,354,6
2025-10-10T21:15:00,db-primary,84.9,6385,30.72,72.79,415,4
2025-10-10T21:20:00,web-01,48.5,5039,29.37,27.24,425,8
2025-10-10T21:20:00,web-02,27.1,5152,24.01,30.01,120,1
2025-10-10T21:20:00,worker-01,88.1,5685,13.35,82.13,31,0
2025-10-10T21:20:00,db-primary,38.7,4958,41.12,95.32,180,0
2025-10-10T21:25:00,web-01,76.9,6658,24.67,46.12,125,1
2025-10-10T21:25:00,web-02,11.4,4261,8.03,88.85,25,1
2025-10-10T21:25:00,worker-01,48.7,2332,19.6,53.42,29,1
2025-10-10T21:25:00,db-primary,32.1,7581,36.49,59.64,222,0
2025-10-10T21:30:00,web-01,58.6,7138,43.26,91.83,311,1
2025-10-10T21:30:00,web-02,88.4,6918,36.59,27.41,347,0
2025-10-10T21:30:00,worker-01,61.5,1999,44.52,35.62,239,4
2025-10-10T21:30:00,db-primary,12.6,6234,41.4,49.28,120,2
2025-10-10T21:35:00,web-01,9.1,3047,14.43,66.84,404,7
2025-10-10T21:35:00,web-02,79.2,4780,20.07,44.51,484,6
2025-10-10T21:35:00,worker-01,88.4,2149,20.55,97.88,244,3
2025-10-10T21:35:00,db-primary,20.3,6685,38.38,35.24,355,6
2025-10-10T21:40:00,web-01,39.3,4557,17.09,3.08,347,2
2025-10-10T21:40:00,web-02,52.9,5745,29.57,62.22,80,0
2025-10-10T21:40:00,worker-01,41.0,4556,40.89,52.71,343,2
2025-10-10T21:40:00,db-primary,79.2,677,42.11,66.05,277,1
2025-10-10T21:45:00,web-01,62.8,7060,48.48,38.16,324,6
2025-10-10T21:45:00,web-02,86.2,2648,15.83,30.66,153,2
2025-10-10T21:45:00,worker-01,31.1,7185,46.74,43.49,78,1
2025-10-10T21:45:00,db-primary,59.0,6740,27.17,3.97,414,5
2025-10-10T21:50:00,web-01,79.8,2107,21.09,27.6,359,1
2025-10-10T21:50:00,web-02,92.1,1919,19.58,15.3,241,1
2025-10-10T21:50:00,worker-01,44.1,7173,28.11,73.79,258,0
2025-10-10T21:50:00,db-primary,70.1,7757,49.7,0.98,495,5
2025-10-10T21:55:00,web-01,15.1,7328,2.27,19.71,486,0
2025-10-10T21:55:00,web-02,71.4,3064,19.72,86.14,327,1
2025-10-10T21:55:00,worker-01,87.1,2852,48.5,27.36,125,2
2025-10-10T21:55:00,db-primary,61.9,1529,30.51,20.49,291,1
2025-10-10T22:00:00,web-01,14.6,5447,25.27,10.83,388,0
2025-10-10T22:00:00,web-02,88.5,3883,27.01,35.37,348,2
2025-10-10T22:00:00,worker-01,55.4,1295,48.09,90.8,207,1
2025-10-10T22:00:00,db-primary,79.3,2644,5.88,65.25,392,3
2025-10-10T22:05:00,web-01,25.2,5209,35.24,71.2,322,1
2025-10-10T22:05:00,web-02,34.9,7145,33.53,7.5,36,1
2025-10-10T22:05:00,worker-01,81.6,7280,27.14,26.4,432,5
2025-10-10T22:05:00,db-primary,5.5,2394,29.81,65.83,337,0
2025-10-10T22:10:00,web-01,7.1,2081,44.26,70.39,18,0
2025-10-10T22:10:00,web-02,18.0,5904,34.99,33.59,381,3
2025-10-10T22:10:00,worker-01,69.7,1438,18.9,87.6,291,4
2025-10-10T22:10:00,db-primary,13.9,827,36.51,49.65,492,6
2025-10-10T22:15:00,web-01,85.6,4142,14.23,27.47,438,5
2025-10-10T22:15:00,web-02,13.7,3628,40.44,73.6,66,1
2025-10-10T22:15:00,worker-01,26.5,7383,27.53,33.78,436,4
2025-10-10T22:15:00,db-primary,73.8,5342,33.83,97.9,151,1
2025-10-10T22:20:00,web-01,37.7,3802,42.6,49.26,475,8
2025-10-10T22:20:00,web-02,82.8,2564,19.42,24.06,452,1
2025-10-10T22:20:00,worker-01,52.7,6039,43.86,54.2,36,1
2025-10-10T22:20:00,db-primary,11.4,2621,25.27,31.4,125,0
2025-10-10T22:25:00,web-01,42.7,4815,30.34,5.28,248,3
2025-10-10T22:25:00,web-02,52.9,3355,7.29,22.6,192,2
2025-10-10T22:25:00,worker-01,8.6,7676,23.21,41.42,127,0
2025-10-10T22:25:00,db-primary,55.9,4262,47.19,15.49,328,3
2025-10-10T22:30:00,web-01,64.6,3447,4.16,49.59,414,4
2025-10-10T22:30:00,web-02,37.5,5517,32.41,39.17,336,1
2025-10-10T22:30:00,worker-01,37.7,5717,7.87,77.67,344,2
2025-10-10T22:30:00,db-primary,14.9,7675,46.81,41.85,107,1
2025-10-10T22:35:00,web-01,45.5,7045,16.25,34.11,217,1
2025-10-10T22:35:00,web-02,28.3,6932,12.15,36.1,404,4
2025-10-10T22:35:00,worker-01,10.7,1712,36.98,95.63,240,4
2025-10-10T22:35:00,db-primary,82.0,1343,33.33,87.83,364,2
2025-10-10T22:40:00,web-01,6.2,3666,26.15,60.53,263,0
2025-10-10T22:40:00,web-02,30.1,1105,4.99,94.17,5,0
2025-10-10T22:40:00,worker-01,39.7,6109,42.8,35.37,324,0
2025-10-10T22:40:00,db-primary,54.0,2952,23.93,36.35,205,0
2025-10-10T22:45:00,web-01,24.2,616,25.58,7.68,405,6
2025-10-10T22:45:00,web-02,89.3,3220,22.72,99.21,228,3
2025-10-10T22:45:00,worker-01,67.2,2893,46.97,31.58,328,0
2025-10-10T22:45:00,db-primary,65.6,4449,29.76,12.51,219,2
2025-10-10T22:50:00,web-01,85.2,6875,11.66,93.61,411,1
2025-10-10T22:50:00,web-02,39.6,1677,1.15,7.47,349,0
2025-10-10T22:50:00,worker-01,45.0,4071,13.88,4.86,341,5
2025-10-10T22:50:00,db-primary,81.6,3355,49.0,27.6,469,5
2025-10-10T22:55:00,web-01,32.7,5098,6.53,1.23,151,1
2025-10-10T22:55:00,web-02,51.5,5787,41.32,20.46,361,2
2025-10-10T22:55:00,worker-01,74.4,974,38.77,68.4,251,4
2025-10-10T22:55:00,db-primary,62.3,2591,4.85,61.95,27,1
2025-10-10T23:00:00,web-01,6.6,5138,26.69,29.95,433,0
2025-10-10T23:00:00,web-02,21.8,4329,23.76,28.04,182,1
2025-10-10T23:00:00,worker-01,83.7,5419,2.64,28.84,240,1
2025-10-10T23:00:00,db-primary,13.0,769,11.13,3.03,46,0
2025-10-10T23:05:00,web-01,13.9,4100,17.87,57.47,30,0
2025-10-10T23:05:00,web-02,67.6,5171,18.76,13.52,294,3
2025-10-10T23:05:00,worker-01,65.4,3206,15.77,94.51,211,2
2025-10-10T23:05:00,db-primary,36.0,7768,44.27,94.85,365,4
2025-10-10T23:10:00,web-01,73.8,2917,34.99,57.28,357,7
2025-10-10T23:10:00,web-02,62.5,6798,17.0,33.58,316,4
2025-10-10T23:10:00,worker-01,18.3,6058,49.24,20.31,149,0
2025-10-10T23:10:00,db-primary,18.0,7343,39.66,62.79,131,0
2025-10-10T23:15:00,web-01,17.8,4035,19.29,88.65,34,0
2025-10-10T23:15:00,web-02,67.1,837,17.29,46.0,484,2
2025-10-10T23:15:00,worker-01,22.3,1739,4.14,96.04,217,4
2025-10-10T23:15:00,db-primary,69.4,3386,39.43,36.72,210,0
2025-10-10T23:20:00,web-01,44.5,4431,35.99,26.96,124,1
2025-10-10T23:20:00,web-02,91.6,4524,8.6,7.34,262,4
2025-10-10T23:20:00,worker-01,29.4,1557,49.92,86.05,242,2
2025-10-10T23:20:00,db-primary,86.9,1849,12.49,82.26,173,1
2025-10-10T23:25:00,web-01,34.5,7447,12.31,55.0,467,0
2025-10-10T23:25:00,web-02,93.3,4892,30.35,12.31,396,2
2025-10-10T23:25:00,worker-01,18.2,4706,17.09,39.11,354,0
2025-10-10T23:25:00,db-primary,21.6,2978,15.07,52.33,321,4
2025-10-10T23:30:00,web-01,70.6,4339,32.58,75.39,381,1
2025-10-10T23:30:00,web-02,39.3,2072,46.28,17.55,308,2
2025-10-10T23:30:00,worker-01,7.1,3483,14.78,6.01,28,1
2025-10-10T23:30:00,db-primary,28.5,3927,46.49,46.72,275,5
2025-10-10T23:35:00,web-01,31.3,1418,25.54,15.47,409,0
2025-10-10T23:35:00,web-02,64.6,7059,7.01,29.19,305,6
2025-10-10T23:35:00,worker-01,71.6,4297,40.51,75.17,45,0
2025-10-10T23:35:00,db-primary,58.9,1501,32.6,56.83,115,0
2025-10-10T23:40:00,web-01,24.9,4197,47.71,51.88,202,3
2025-10-10T23:40:00,web-02,61.7,2708,42.89,73.3,274,4
2025-10-10T23:40:00,worker-01,65.1,7010,17.25,66.42,113,0
2025-10-10T23:40:00,db-primary,75.9,3275,46.76,97.45,29,0
2025-10-10T23:45:00,web-01,69.4,3808,16.71,68.81,222,3
2025-10-10T23:45:00,web-02,21.2,1155,0.17,82.41,247,2
2025-10-10T23:45:00,worker-01,94.9,6727,26.8,23.73,201,1
2025-10-10T23:45:00,db-primary,54.1,894,39.17,27.84,248,3
2025-10-10T23:50:00,web-01,60.9,2995,4.54,77.65,459,4
2025-10-10T23:50:00,web-02,44.7,7623,4.11,92.73,374,1
2025-10-10T23:50:00,worker-01,63.3,4322,44.25,30.31,402,6
2025-10-10T23:50:00,db-primary,13.8,4922,16.12,23.37,121,0
2025-10-10T23:55:00,web-01,91.8,2563,24.14,96.86,426,6
2025-10-10T23:55:00,web-02,56.7,4936,0.39,69.84,301,3
2025-10-10T23:55:00,worker-01,83.2,4860,39.65,50.17,20,1
2025-10-10T23:55:00,db-primary,62.9,5472,17.27,30.6,361,3
2025-10-11T00:00:00,web-01,55.7,3850,30.3,63.08,471,0
2025-10-11T00:00:00,web-02,38.0,7148,4.25,50.91,318,5
2025-10-11T00:00:00,worker-01,10.6,2094,17.7,50.74,450,0
2025-10-11T00:00:00,db-primary,20.6,6523,49.86,29.66,133,0
2025-10-11T00:05:00,web-01,71.8,6132,16.29,52.98,67,1
2025-10-11T00:05:00,web-02,78.8,5364,41.15,83.9,70,0
2025-10-11T00:05:00,worker-01,60.5,1057,8.11,89.1,393,3
2025-10-11T00:05:00,db-primary,89.7,2866,5.7,59.6,111,0
2025-10-11T00:10:00,web-01,68.8,2515,11.93,31.76,413,5
2025-10-11T00:10:00,web-02,83.2,1556,22.44,23.03,323,1
2025-10-11T00:10:00,worker-01,54.7,4122,47.11,35.75,93,1
2025-10-11T00:10:00,db-primary,68.3,842,35.4,96.73,129,0
2025-10-11T00:15:00,web-01,73.1,2112,19.62,73.26,412,2
2025-10-11T00:15:00,web-02,79.1,1842,34.79,40.89,453,7
